image_id	filename	label	path	mean_r	mean_g	mean_b	std_r	std_g	std_b	mean_intensity	std_intensity	entropy	edge_density	nuclei_count	nuclei_density	nuclear_area_fraction	mean_nucleus_area	median_nucleus_area	std_nucleus_area	mean_nucleus_eccentricity	mean_nucleus_solidity	mean_nucleus_perimeter	interface_score	dist_tum	dist_str
TUM-TCGA-QQNACQPC	TUM-TCGA-QQNACQPC.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-QQNACQPC.tif	172.0653698979592	106.63321109693878	157.88881138392858	35.571286145059275	36.03500681144089	28.153589026445147	145.5291307929422	32.659755931825906	4.88817947991144	0.1000079719387755	79	0.0015744579081632	0.3048469387755102	193.62025316455697	73.0	336.896682648676	0.8206067516236695	0.7028699906224949	91.45214664163436	0.00015643275274257462	3.039851799150406	3.0396953663976634
TUM-TCGA-CVWHRGIH	TUM-TCGA-CVWHRGIH.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-CVWHRGIH.tif	194.2385602678572	147.82003348214286	186.1107102997449	45.37036515338687	63.15643774496851	45.605943742863545	176.0564346832483	50.82121329480916	5.110195600826736	0.1000079719387755	61	0.0012157206632653	0.1817004145408163	149.45901639344262	46.0	453.4843454839787	0.8662778646493287	0.6902231703971108	73.41824860640914	0.007928605051136017	4.183401733824349	4.191330338875485
TUM-TCGA-QQYAIGCH	TUM-TCGA-QQYAIGCH.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-QQYAIGCH.tif	169.7424864477041	99.38576211734694	153.11848294005102	32.35741314837008	32.29228510133436	25.850976219839016	140.74891050170066	29.56660532761088	4.791035809622875	0.1000079719387755	71	0.001415019132653	0.3350605867346938	236.7887323943662	83.0	481.7283997655181	0.8568622538419238	0.6505115604247361	117.88330329655255	0.014516825211929874	3.8095140433655854	3.8240308685775153
TUM-TCGA-IWTGCLAQ	TUM-TCGA-IWTGCLAQ.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-IWTGCLAQ.tif	205.1662149234694	169.4055723852041	198.79416454081635	45.462627307001725	69.86360170811153	48.52172239391771	191.1219839498299	54.18121310091104	4.393535368600212	0.0999880420918367	31	0.000617825255102	0.2341159119897959	378.9354838709677	42.0	1295.3916317888722	0.8914600382286281	0.7084368690708079	109.76598467553418	0.016728114877606615	6.3253585739367475	6.308630459059141
TUM-TCGA-QMKNKPNS	TUM-TCGA-QMKNKPNS.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-QMKNKPNS.tif	179.5817721619898	113.37334582270408	163.01765784438774	36.327913851377645	39.11853254536188	30.58700017625404	151.99092527636054	34.60521251585235	4.955207527409429	0.0999681122448979	65	0.0012954400510204	0.2688934948979591	207.5692307692308	65.0	444.2900635752684	0.8466659757878925	0.6524923465568214	112.44297863221249	0.017511612910401375	3.6715778773013996	3.689089490211801
TUM-TCGA-IPIMCDCN	TUM-TCGA-IPIMCDCN.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-IPIMCDCN.tif	184.1835339604592	130.73034917091837	174.97359295280611	43.425335718696886	54.73951855894953	41.15751653470285	163.29582536139455	45.96218824345215	5.185328308390688	0.1000079719387755	75	0.0014947385204081	0.2297911352040816	153.73333333333332	69.0	214.2805222651425	0.8942521913608099	0.6371109645163143	85.03198072061926	0.017691258515827535	3.8663648853264605	3.884056143842288
TUM-TCGA-DDYASHPV	TUM-TCGA-DDYASHPV.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-DDYASHPV.tif	166.12593670280611	97.42627949617346	151.54544005102042	32.073250899614	29.12344228525223	24.12932444979125	138.36588541666669	27.964438367337	4.735866474736529	0.1000079719387755	83	0.0016541772959183	0.3355189732142857	202.83132530120483	77.0	366.05871605118045	0.8372787945903117	0.6104013219806651	116.04963484783572	0.01777558816778768	4.750489431787682	4.732713843619894
TUM-TCGA-QNVCEWFY	TUM-TCGA-QNVCEWFY.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-QNVCEWFY.tif	173.3885722257653	105.5179368622449	156.69210379464286	38.114177800555446	41.8290849823762	32.92606026637938	145.199537627551	36.908068810156976	5.007019326925997	0.1000079719387755	103	0.0020527742346938	0.2721819196428571	132.59223300970874	69.0	174.1231813107346	0.8275327853208624	0.6500377576070265	74.1666722341395	0.02140572484786185	3.8822345295476146	3.8608288046997528
TUM-TCGA-WEYGEVCP	TUM-TCGA-WEYGEVCP.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-WEYGEVCP.tif	176.8190768494898	117.53926179846938	166.6329719387755	36.76415304629727	44.149113077750464	32.474616881712535	153.66377019557825	37.17042258904685	4.943963538605528	0.0999880420918367	66	0.0013153698979591	0.2765664859693877	210.2575757575757	62.0	336.38863304607645	0.8693577821545185	0.6544199706863556	108.65897115005524	0.0235005331972582	2.7929182165064854	2.769417683309227
TUM-TCGA-PQPFTICM	TUM-TCGA-PQPFTICM.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-PQPFTICM.tif	178.4482421875	118.93301578443878	167.9727558992347	35.76298286745423	39.08024899471074	29.83707210965204	155.1180046237245	34.28727328358946	4.941209436530443	0.1000079719387755	63	0.0012555803571428	0.3234414859693877	257.6031746031746	76.0	560.1295921391065	0.8560206759878158	0.6595082737472551	122.96241776119165	0.02426085214059004	2.6108108435362865	2.6350716956768765
STR-TCGA-PTASLPDF	STR-TCGA-PTASLPDF.tif	STR	data/raw/crc_val_7k/CRC-VAL-HE-7K/STR/STR-TCGA-PTASLPDF.tif	170.46446508290816	98.59650031887756	152.46558115433675	36.88587445621656	36.98297511734681	29.28797511371229	140.5088488520408	33.58069908253207	4.896609809242781	0.1000079719387755	90	0.0017936862244897	0.3061423788265306	170.67777777777778	111.5	206.2727335768932	0.8433650615224402	0.6896627557663609	80.95854212444758	0.025779768889408583	3.521306523492254	3.4955267546028455
TUM-TCGA-YPDYPWHW	TUM-TCGA-YPDYPWHW.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-YPDYPWHW.tif	172.8534159757653	107.66537786989797	158.96924824617346	35.843175591701744	37.05325776933605	29.24912155752775	146.49601403061223	33.44217047911381	4.91547463620982	0.1000079719387755	82	0.0016342474489795	0.2834821428571428	173.46341463414635	52.0	413.65769385556126	0.8456376025214782	0.6170887583313623	103.01635250039848	0.026022747702742155	3.7136169843839935	3.6875942366812513
TUM-TCGA-FDFCLHRN	TUM-TCGA-FDFCLHRN.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-FDFCLHRN.tif	173.0631776147959	102.25450414540816	155.1023397640306	35.726744960379314	36.490798344249534	28.86814037939195	143.47334050807822	33.10192658967694	4.894245483347851	0.0999880420918367	84	0.0016741071428571	0.3014787946428571	180.08333333333334	60.0	531.6812106161193	0.8208914100902085	0.7033764996808246	81.34102886709759	0.026710342151985422	3.309553046735898	3.3362633888878834
TUM-TCGA-TMRHMYMC	TUM-TCGA-TMRHMYMC.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-TMRHMYMC.tif	185.48005022321428	118.45023517219389	166.47903380102042	40.81750944696204	47.28505587848343	35.56202754910347	156.80310639880952	40.53983795176388	5.08904744200899	0.1000079719387755	92	0.0018335459183673	0.2921914859693877	159.3586956521739	103.0	174.73405764946483	0.8251599005415461	0.6981632026570115	76.49056202402647	0.030834400723078303	3.02516064800921	2.9943262472861316
TUM-TCGA-GPWFKGAV	TUM-TCGA-GPWFKGAV.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-GPWFKGAV.tif	175.89307637117346	110.25916772959184	161.44429607780611	34.42774170361473	37.6534709742929	29.12541751704926	149.19884672619048	33.13828177469249	4.914053247685505	0.1000079719387755	68	0.0013552295918367	0.290836256377551	214.60294117647052	65.0	397.4707588099992	0.8269471109024291	0.6775138513576003	98.47233039531012	0.03107715000569433	2.7590695848356557	2.79014673484135
TUM-TCGA-HSMCCWDP	TUM-TCGA-HSMCCWDP.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-HSMCCWDP.tif	187.95860570790816	125.9826809630102	171.30018335459184	42.94532061239156	55.212459245050994	40.06823059039359	161.74715667517006	45.27758048176034	5.10918692051471	0.1000079719387755	100	0.0019929846938775	0.2966557716836734	148.85	91.5	173.13234099959487	0.8484792626530862	0.6833908855937095	77.16287081163512	0.039140089073391504	3.596689106372573	3.5575490172991815
TUM-TCGA-CQPASATD	TUM-TCGA-CQPASATD.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-CQPASATD.tif	173.33731265943877	104.50243144132654	156.94987643494898	33.0563762555055	35.33638282336809	27.66437169575389	144.92987351190476	31.366083262250687	4.848809120090229	0.1000079719387755	71	0.001415019132653	0.3056441326530612	216.0	44.0	432.1735110600508	0.836975185471409	0.6536628885780944	113.94879219196883	0.03926001010951685	3.3244306354360234	3.36369064554554
TUM-TCGA-TKHGKLHC	TUM-TCGA-TKHGKLHC.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-TKHGKLHC.tif	175.33910634566325	107.98258131377553	159.6417610012755	36.47805831662195	36.724812183048485	28.79381216063595	147.6544828869048	33.34044224806324	4.910607304168726	0.1000079719387755	80	0.001594387755102	0.2896006058673469	181.6375	58.5	312.31535520007657	0.8416593885531137	0.6272324970010039	105.25612729164176	0.04101241395896782	3.509797285541948	3.4687848715829803
TUM-TCGA-SWNPCGYK	TUM-TCGA-SWNPCGYK.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-SWNPCGYK.tif	177.7686144770408	111.29504145408164	161.20202885841837	38.84844914841793	41.33323539454272	31.682524941490573	150.0885615965136	36.5697428952442	4.987023297313103	0.0999880420918367	80	0.001594387755102	0.2479671556122449	155.525	107.0	169.5052340637303	0.8179153723900237	0.706596718232022	75.81292699674846	0.041476860784543046	2.8866615014140846	2.8451846406295416
TUM-TCGA-QAFFQYWM	TUM-TCGA-QAFFQYWM.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-QAFFQYWM.tif	167.20848612882654	99.03396045918367	152.78655133928572	35.18339060837058	32.54238679330496	26.42225429933118	139.676332642432	30.796073276790512	4.829447957121338	0.1000079719387755	85	0.0016940369897959	0.3265505420918367	192.76470588235293	61.0	491.4364454645135	0.8539706776020346	0.6367991707266202	113.64339099841511	0.04192425218943363	4.0461247176937	4.0880489698831335
